Ingredient	DBpedia_link_via_stringmatch	Judgment_stringmatch	Scientific_name_via_stringmatch	dbpedia-en_via_stringmatch	DBpedia_via_spotlight	Judgment_spotlight	spotlight_conf	spotlight_support	Scientific_name_via_spotlight	dbpedia-en_via_spotlight	
magere schapenkaas		0			http://nl.dbpedia.org/resource/Schapenkaas	1	0.9999989806	22		http://dbpedia.org/resource/Sheep_milk_cheese	
frisdrank wild orange		0			http://nl.dbpedia.org/resource/Frisdrank	1	0.9999999251	291		http://dbpedia.org/resource/Soft_drink	
ei		0				0					
bitterkoekjesijs		0				0					
sla met tuinkruiden		0			http://nl.dbpedia.org/resource/Sla	1	0.9999999991	150	Lactuca	http://dbpedia.org/resource/Lettuce	
extra vergine olijfolie Gran Fruttato		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999999999	218		http://dbpedia.org/resource/Olive_oil	
mix voor romige tagliatelle		0			http://nl.dbpedia.org/resource/Tagliatelle	1	0.9999997991	13		http://dbpedia.org/resource/Tagliatelle	
colombo kruiden		0			http://nl.dbpedia.org/resource/Sri_Lanka	0	0.9312590618	2258		http://dbpedia.org/resource/Sri_Lanka	
meloensalade		0				0					
mix voor American pancakes		0				0					
chocoladekoekjes		0				0					
paashagel		0				0					
brandewijn slijter		0			http://nl.dbpedia.org/resource/Brandewijn_(drank)	1	0.9922759348	128		http://dbpedia.org/resource/Brandy	
zoete sojasaus		0			http://nl.dbpedia.org/resource/Sojasaus	1	0.9931572996	67		http://dbpedia.org/resource/Soy_sauce	
Galliaham		0				0					
basilicumplant		0				0					
koekkruiden	http://nl.dbpedia.org/resource/Koekkruiden	1		http://dbpedia.org/resource/Mixed_spice	http://nl.dbpedia.org/resource/Koekkruiden	1	0.9999994448	19		http://dbpedia.org/resource/Mixed_spice	
notenrijst		0				0					
Thaise groene currypasta		0				0					
vers fruit		0				0					
zachte		0				0					
soepgroente		0				0					
gebonden jus naturel		0				0					
chavroux frais nature 45+		0			http://nl.dbpedia.org/resource/Nature	0	0.9999389632	552		http://dbpedia.org/resource/Nature_(journal)	
mango slices		0			http://nl.dbpedia.org/resource/Mango_(soort)	1	0.9941731138	170		http://dbpedia.org/resource/Mangifera_indica	
geklopte slagroom		0			http://nl.dbpedia.org/resource/Slagroom	1	0.9999999987	111		http://dbpedia.org/resource/Whipped_cream	
gemalen gember		0			http://nl.dbpedia.org/resource/Gember	1	0.9999999763	148			
baking soda		0			http://nl.dbpedia.org/resource/Natriumcarbonaat	1	0.9964419666	196		http://dbpedia.org/resource/Sodium_carbonate	
verwenfruit		0				0					
zoetzure augurk extra fijn		0			http://nl.dbpedia.org/resource/Augurk	1	1	89	Cucumis sativus	http://dbpedia.org/resource/Gherkin	
mokkaboontjes puur		0				0					
eendenborstfilets		0				0					
avocadodipsaus		0				0					
ghee	http://nl.dbpedia.org/resource/Ghee	1		http://dbpedia.org/resource/Ghee	http://nl.dbpedia.org/resource/Ghee	1	0.9999995981	18		http://dbpedia.org/resource/Ghee	
schapenkaas	http://nl.dbpedia.org/resource/Schapenkaas	1		http://dbpedia.org/resource/Sheep_milk_cheese	http://nl.dbpedia.org/resource/Schapenkaas	1	0.9999989806	22		http://dbpedia.org/resource/Sheep_milk_cheese	
maiskorrels crispy		0				0					
cupcake marsepein		0			http://nl.dbpedia.org/resource/Cupcake	1	0.9169435515	11		http://dbpedia.org/resource/Cupcake	
kwartet van gerookte vis*		0				0					
kipburgers		0				0					
Javaanse pindasatésaus		0				0					
zachte witte bolletjes		0				0					
roomijs pecan-karamel		0			http://nl.dbpedia.org/resource/Roomijs	1	0.999999644	41		http://dbpedia.org/resource/Ice_cream	
sliptongen		0				0					
spinazie à la crème		0			http://nl.dbpedia.org/resource/Spinazie	1	0.9999984982	166	Spinacia oleracea	http://dbpedia.org/resource/Spinach	
Cheddar 48+		0			http://nl.dbpedia.org/resource/Cheddar_(kaas)	1	0.5938793251	19		http://dbpedia.org/resource/Cheddar_cheese	
ongezouten boter		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975609982	412		http://dbpedia.org/resource/Butter	
diksap appel-blauwe bes		0				0					
kippenbouten		0				0					
zoete uien		0				0					
zoete puntpaprika's		0				0					
worteltjes en doperwten		0				0					
volkoren desembrood		0				0					
wokgroente		0				0					
jus uitjes		0				0					
panklare spruitjes		0			http://nl.dbpedia.org/resource/Spruitkool	1	0.999998817	66	Brassica oleracea convar. oleracea var. gemmifera	http://dbpedia.org/resource/Brussels_sprout	
kaasblokjes 10%		0				0					
mandarijnschil		0				0					
vloerbrood		0				0					
gekookte witte rijst		0			http://nl.dbpedia.org/resource/Rijst	1	0.9999999934	2066	Oryza sativa	http://dbpedia.org/resource/Rice	
soft taco dinnerkit		0				0					
geraspte chedderkaas		0				0					
cremaceto classico		0				0					
fusilli	http://nl.dbpedia.org/resource/Fusilli	1		http://dbpedia.org/resource/Fusilli		0					
pain de Bastille		0			http://nl.dbpedia.org/resource/Bastille_Saint-Antoine	0	0.9955369443	163		http://dbpedia.org/resource/Bastille	
gemalen komijnzaad djinten		0				0					
courgettespaghetti		0				0					
bruine suiker		0			http://nl.dbpedia.org/resource/Basterdsuiker	1	0.9999999999	44		http://dbpedia.org/resource/Brown_sugar	
visschnitzels		0				0					
gemengde ijsbergsla met frisée		0			http://nl.dbpedia.org/resource/IJsbergsla	1	0.9999985931	22			
Tequila	http://nl.dbpedia.org/resource/Tequila	1		http://dbpedia.org/resource/Tequila_(disambiguation)	http://nl.dbpedia.org/resource/Tequila_(drank)	1	0.9290222431	88		http://dbpedia.org/resource/Tequila	
citroenpeper		0				0					
bak- en gourmetgroentepakket of 75 g champignons in plakjes		0				0					
Gazpacho soep		0				0					
Hollandse bruine bonen		0			http://nl.dbpedia.org/resource/Bruine_boon	1	1	28			
biogarde stand		0				0					
Oosterse roerbakolie		0				0					
aardappelkroketjes		0				0					
eidooiers		0			http://nl.dbpedia.org/resource/Ei_(voeding)	1	0.9984599969	646		http://dbpedia.org/resource/Egg_as_food	
walnotenstokbrood ciabatta con noci		0			http://nl.dbpedia.org/resource/Ciabatta	1	0.9999973652	11		http://dbpedia.org/resource/Ciabatta	
Quornstukjes		0				0					
wasabimayonaise		0				0					
takjes munt		0				0					
speklapjes a la minute		0				0					
Veluwse fijne rookworst		0			http://nl.dbpedia.org/resource/Rookworst	1	0.9999948233	22		http://dbpedia.org/resource/Rookworst	
suikerpeultjes		0				0					
gerookte haringfilet		0				0					
ovenfrites		0				0					
gin	http://nl.dbpedia.org/resource/Gin	1		http://dbpedia.org/resource/Gin	http://nl.dbpedia.org/resource/Gin	1	0.9999986264	68		http://dbpedia.org/resource/Gin	
half-om-halfgehakt		0				0					
Grano Padano kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9993557291	1212		http://dbpedia.org/resource/Cheese	
bieslooksladressing		0				0					
hertenfilet		0				0					
zeeschnitzels		0				0					
vispaté zalm		0				0					
naanbrood koriander knoflook		0			http://nl.dbpedia.org/resource/Koriander	1	0.9999999977	122	Coriandrum sativum	http://dbpedia.org/resource/Coriander	
zeebaars		0				0					
cashewnoten ongezouten		0			http://nl.dbpedia.org/resource/Cashewnoot	1	0.9999990934	35			
anijsdrank		0				0					
aspergetips		0				0					
amandelkransjes		0				0					
ciabattina		0				0					
custard	http://nl.dbpedia.org/resource/Custard	1		http://dbpedia.org/resource/Custard	http://nl.dbpedia.org/resource/Custard	1	0.999999645	28		http://dbpedia.org/resource/Custard	
geroosterde paprika's		0				0					
tasty tom tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
grote shoarmabroodjes		0				0					
Vietnamese sambalsaus		0				0					
aardappelgnocchi		0				0					
Dijonnaise		0				0					
casselerrib met pesto		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999997481	24		http://dbpedia.org/resource/Pesto	
ijskoud witbier		0			http://nl.dbpedia.org/resource/Witbier	1	0.9999990174	245			
koffielikeur		0				0					
ongeschilde appel		0			http://nl.dbpedia.org/resource/Appel_(vrucht)	1	0.8972984549	536		http://dbpedia.org/resource/Apple	
wrap		0				0					
bold beefy bbq-saus		0				0					
tastytom-trostomaten		0				0					
geraspte Gruyère		0			http://nl.dbpedia.org/resource/Gruyère_(district)	0	0.8000869754	40		http://dbpedia.org/resource/Gruyère_District	
chorizo pamplona		0			http://nl.dbpedia.org/resource/Chorizo	1	0.9999983874	27		http://dbpedia.org/resource/Chorizo	
kibbeling	http://nl.dbpedia.org/resource/Kibbeling	1		http://dbpedia.org/resource/Kibbeling		0					
crème fraîche light Franse kruiden		0			http://nl.dbpedia.org/resource/Crème_fraîche	1	0.9999998833	20		http://dbpedia.org/resource/Crème_fraîche	
vruchtenmousse		0				0					
char siu saus		0				0					
slagroom uit spuitbus		0			http://nl.dbpedia.org/resource/Slagroom	1	0.9999993307	111		http://dbpedia.org/resource/Whipped_cream	
al-andalus	http://nl.dbpedia.org/resource/Al-Andalus	0		http://dbpedia.org/resource/Al-Andalus	http://nl.dbpedia.org/resource/Al-Andalus	0	0.9999985624	231		http://dbpedia.org/resource/Al-Andalus	
melkwitte bakkerspunt		0				0					
roze muisjes		0			http://nl.dbpedia.org/resource/Muisjes	1	0.9999999964	49		http://dbpedia.org/resource/Muisjes	
salade croutons knoflooksmaak		0			http://nl.dbpedia.org/resource/Salade	0	0.9999990536	136		http://dbpedia.org/resource/Salad	
kalkoenschnitzel		0				0					
Toscaanse aardappelpartjes		0				0					
Groene olijven bella cerignola		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999997727	328	Olea europaea	http://dbpedia.org/resource/Olive	
chocoladevla		0				0					
preien		0				0					
Valess mediterraan		0				0					
rucola-sla		0				0					
Spa fruit tropisch fruit		0				0					
torpedo shrimps		0			http://nl.dbpedia.org/resource/Torpedo_(wapen)	0	0.9987995412	829		http://dbpedia.org/resource/Torpedo	
zwarte olijven in plakjes		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999993349	328	Olea europaea	http://dbpedia.org/resource/Olive	
mini-buffelmozzarella		0				0					
kwartelei		0				0					
perzikmousse		0				0					
abrikozen		0			http://nl.dbpedia.org/resource/Abrikoos	1	0.9999989595	116	Prunus armeniaca	http://dbpedia.org/resource/Prunus_armeniaca	
yoghurt Griekse stijl 0% vet		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999999749	175		http://dbpedia.org/resource/Yogurt	
geroosterd sesamzaad		0			http://nl.dbpedia.org/resource/Sesam	1	0.9999999971	84		http://dbpedia.org/resource/Sesame	
rozenlikeur		0				0					
olijfolie om te bestrijken		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
shoarmavlees		0				0					
volkorenbroodje		0				0					
krulpeterselie		0				0					
eendenhaasje		0				0					
mini marshmellows		0			http://nl.dbpedia.org/resource/Mini_Cooper	0	0.8696862573	38			
pastaschelpjes		0				0					
portobello	http://nl.dbpedia.org/resource/Portobello	1		http://dbpedia.org/resource/Portobello		0					
vanillearoma		0				0					
Spaanse tijmhoning		0			http://nl.dbpedia.org/resource/Spanje	0	0.9988317383	33025		http://dbpedia.org/resource/Spain	
gemengde vlokken		0				0					
ijswafeltjes		0				0					
gedroogde chilipeper		0			http://nl.dbpedia.org/resource/Chilipeper	1	0.9999999658	117		http://dbpedia.org/resource/Chili_pepper	
gedroogde chilipeper uit molentje		0			http://nl.dbpedia.org/resource/Chilipeper	1	0.9999999658	117		http://dbpedia.org/resource/Chili_pepper	
kipfilets		0				0					
whisky slijter		0			http://nl.dbpedia.org/resource/Whisky	1	0.9999991355	495		http://dbpedia.org/resource/Whisky	
tahini		0			http://nl.dbpedia.org/resource/Tahin	1	0.9999990871	12		http://dbpedia.org/resource/Tahini	
Maestrichter fruitstroop		0				0					
Italiaanse bol		0				0					
rauwkost bietjes		0			http://nl.dbpedia.org/resource/Rauwkost	1	0.9999995881	14		http://dbpedia.org/resource/Crudités	
pestovinaigrette		0				0					
MonChou verse roomkaas		0			http://nl.dbpedia.org/resource/Roomkaas	1	0.9999997418	14		http://dbpedia.org/resource/Cream_cheese	
moesappel		0				0					
mix wok sauce oester knoflook		0			http://nl.dbpedia.org/resource/Ostreidae	1	0.7444066043	146		http://dbpedia.org/resource/Ostreidae	
geraspte kaas voor ovengratin		0			http://nl.dbpedia.org/resource/Kaas	1	0.9999981798	1212		http://dbpedia.org/resource/Cheese	
witbier		0			http://nl.dbpedia.org/resource/Witbier	1	0.9999990174	245			
kokosstukjes		0				0					
geraspte emmentaler kaas		0			http://nl.dbpedia.org/resource/Emmental_(kaas)	1	0.9601391656	24		http://dbpedia.org/resource/Emmental_cheese	
filobladerdeeg		0				0					
kokosmakroon		0				0					
tortillawrap		0				0					
korma currypasta		0				0					
blue d'auvergne 50+		0				0					
sorbetijs citroen		0			http://nl.dbpedia.org/resource/Citroen_(vrucht)	1	0.9956489424	228	Citrus limon	http://dbpedia.org/resource/Lemon	
geraspte citroenschil		0			http://nl.dbpedia.org/resource/Citroen_(vrucht)	1	0.9956489424	228	Citrus limon	http://dbpedia.org/resource/Lemon	
cocktailsaus met Schotse wisky		0			http://nl.dbpedia.org/resource/Cocktailsaus	1	0.999999903	16		http://dbpedia.org/resource/Cocktail_sauce	
bloemkool- en broccoliroosjes		0			http://nl.dbpedia.org/resource/Bloemkool	1	0.9999984891	66	Brassica oleracea convar. botrytis var. botrytis	http://dbpedia.org/resource/Cauliflower	
tofu roerbakgehakt		0			http://nl.dbpedia.org/resource/Tofoe	1	0.9999992397	62		http://dbpedia.org/resource/Tofu	
studentenhaver	http://nl.dbpedia.org/resource/Studentenhaver	1		http://dbpedia.org/resource/Trail_mix		0					
bieslookpesto		0				0					
gerookte makreelfilet met peper		0			http://nl.dbpedia.org/resource/Peper	1	0.9999999183	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
cervelaatworst		0				0					
pastagroente		0				0					
groene peperkorrels		0				0					
Catalaanse worstjes		0			http://nl.dbpedia.org/resource/Catalonië	0	0.6648403438	3142		http://dbpedia.org/resource/Catalonia	
klopfix		0				0					
yoghurtdressing met kruiden		0				0					
amandelen karamel-zeezout		0			http://nl.dbpedia.org/resource/Keelamandel	0	0.919600494	48		http://dbpedia.org/resource/Tonsil	
rode appels		0				0					
halfvolle yoghurt		0			http://nl.dbpedia.org/resource/Yoghurt	1	0.9999990338	175		http://dbpedia.org/resource/Yogurt	
pancettasaus		0				0					
vacherin mont d'or		0			http://nl.dbpedia.org/resource/Vacherin_Mont_d'Or	1	1	15			
Italiaanse wokmix met broccoli		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
rundertartaartjes		0				0					
worteltjes		0				0					
geroosterde sesamolie		0			http://nl.dbpedia.org/resource/Sesam	1	0.9547560191	84		http://dbpedia.org/resource/Sesame	
Italiaanse groentemix		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
4 formaggi saus		0				0					
puree a la minute naturel		0			http://nl.dbpedia.org/resource/Puree	1	0.999999024	18		http://dbpedia.org/resource/Purée	
crispy maïskorrels		0				0					
rode bieten met ui		0			http://nl.dbpedia.org/resource/Ui_(plant)	1	0.9876232845	418	Allium cepa	http://dbpedia.org/resource/Onion	
soja-gemberdressing		0				0					
Crème de Cassis		0				0					
hagelslag puur		0			http://nl.dbpedia.org/resource/Hagelslag	1	0.9999993373	42		http://dbpedia.org/resource/Sprinkles	
pastakaas		0				0					
bechamelsaus	http://nl.dbpedia.org/resource/Bechamelsaus	1		http://dbpedia.org/resource/Béchamel_sauce	http://nl.dbpedia.org/resource/Bechamelsaus	1	0.9999993901	18		http://dbpedia.org/resource/Béchamel_sauce	
vanille fudge		0			http://nl.dbpedia.org/resource/Vanille-orchidee	0	0.7464158259	30		http://dbpedia.org/resource/Vanilla_planifolia	
Italiaanse vleeswarenschotel		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
voorgebakken Frans stokbrood		0			http://nl.dbpedia.org/resource/Frankrijk	0	0.7961481632	98546		http://dbpedia.org/resource/France	
Sallands zonnepit meergranenbrood		0			http://nl.dbpedia.org/resource/Sallands	0	0.9999883207	59		http://dbpedia.org/resource/Sallaans_dialect	
AH basis groentesaus courgette-doperwten		0			http://nl.dbpedia.org/resource/Islamitische_kalender	0	0.7998290033	168		http://dbpedia.org/resource/Islamic_calendar	
chocolade kruidnoten wit		0			http://nl.dbpedia.org/resource/Chocolade	1	0.9999997759	527		http://dbpedia.org/resource/Chocolate	
Italiaanse stoomgroentemix		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
hamreepjes julienne		0				0					
geraspte cheddar		0			http://nl.dbpedia.org/resource/Cheddar_(kaas)	1	0.9501721512	19		http://dbpedia.org/resource/Cheddar_cheese	
bockbier		0			http://nl.dbpedia.org/resource/Bokbier	1	0.9999988934	108		http://dbpedia.org/resource/Bock	
chocoladeroomijs		0				0					
mosterdsaus		0				0					
champignonpaté		0				0					
amandel		0			http://nl.dbpedia.org/resource/Amandel_(noot)	1	0.9938111873	160			
meergranen rijst		0			http://nl.dbpedia.org/resource/Rijst	1	0.999998873	2066	Oryza sativa	http://dbpedia.org/resource/Rice	
spianata romana		0				0					
vlierbloesemtonic		0				0					
paddestoelenmelange		0				0					
yellow mustard mild		0				0					
aardbeiensorbetijs		0				0					
satésaus ketjap		0			http://nl.dbpedia.org/resource/Pindasaus	1	0.9999999998	20		http://dbpedia.org/resource/Peanut_sauce	
pitloze druiven		0				0					
romige kokosmelk		0			http://nl.dbpedia.org/resource/Klappermelk	1	0.9999991177	31		http://dbpedia.org/resource/Coconut_milk	
pure hagelslag		0			http://nl.dbpedia.org/resource/Hagelslag	1	0.9999993373	42		http://dbpedia.org/resource/Sprinkles	
tuinboontjes		0				0					
blauwe bes/framboos		0			http://nl.dbpedia.org/resource/Blauwe_bes	1	1	30		http://dbpedia.org/resource/Vaccinium_corymbosum	
mix voor bami goreng		0			http://nl.dbpedia.org/resource/Bami	1	1	26		http://dbpedia.org/resource/Bakmi	
chocoladelepel		0				0					
schelpjespasta		0				0					
amandelen met zeezout en rozemarijn		0			http://nl.dbpedia.org/resource/Keelamandel	0	0.919600494	48		http://dbpedia.org/resource/Tonsil	
geraspte belegen geitenkaas		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999995161	33		http://dbpedia.org/resource/Goat_cheese	
kletskop		0				0					
sardinerolletjes		0				0					
chocoladeschrijfstiften		0				0					
gekookte pasta		0			http://nl.dbpedia.org/resource/Pasta_(deegwaar)	1	0.9943386538	175		http://dbpedia.org/resource/Pasta	
gekruide worstjes		0				0					
pannenkoekmix		0				0					
rode paprika's		0				0					
bosbessenjam		0				0					
parrano snippers		0				0					
aardbeienlikeur		0				0					
Hollandse wokgroente		0				0					
aardappelpuree met bieslook en crème fraîche		0			http://nl.dbpedia.org/resource/Aardappelpuree	1	0.9999990175	39		http://dbpedia.org/resource/Mashed_potato	
makreelfilet naturel		0				0					
hete espressokoffie		0				0					
viergranen muesli		0			http://nl.dbpedia.org/resource/Muesli	1	0.9999994732	24		http://dbpedia.org/resource/Muesli	
rock chives		0			http://nl.dbpedia.org/resource/Rock	0	0.9977125812	2725		http://dbpedia.org/resource/Rock_music	
croissantdeeg		0				0					
Parmezaanse-kaasflakes		0				0					
pomodoritomaten		0				0					
Macadamia Nut Brittle		0			http://nl.dbpedia.org/resource/Macadamia	1	1	13		http://dbpedia.org/resource/Macadamia	
dolma's		0				0					
geschaafde Parmezaanse kaas		0			http://nl.dbpedia.org/resource/Parmezaanse_kaas	1	1	30		http://dbpedia.org/resource/Parmigiano-Reggiano	
Kalamata-olijven zonder pit		0			http://nl.dbpedia.org/resource/Lont	0	0.9205629988	57		http://dbpedia.org/resource/Slow_match	
zonnepitbrood		0				0					
kersen zonder pit op siroop		0			http://nl.dbpedia.org/resource/Lont	0	0.9205629988	57		http://dbpedia.org/resource/Slow_match	
carambola	http://nl.dbpedia.org/resource/Carambola	1		http://dbpedia.org/resource/Averrhoa_carambola	http://nl.dbpedia.org/resource/Carambola	1	0.9999992087	24		http://dbpedia.org/resource/Averrhoa_carambola	
varkensfiletlapjes à la minute		0				0					
zoete kleine appel		0			http://nl.dbpedia.org/resource/Appel_(vrucht)	1	0.895672011	536		http://dbpedia.org/resource/Apple	
hagelslagmix		0				0					
warmgerookte zalmblokjes		0				0					
kwark	http://nl.dbpedia.org/resource/Kwark	1		http://dbpedia.org/resource/Quark_(dairy_product)	http://nl.dbpedia.org/resource/Kwark	1	0.9999991722	39		http://dbpedia.org/resource/Quark_(dairy_product)	
gedroogde tomaatjes		0				0					
meergranen boulogne stokbrood		0			http://nl.dbpedia.org/resource/Boulogne-sur-Mer	0	0.7580584559	522		http://dbpedia.org/resource/Boulogne-sur-Mer	
Marokkaanse		0			http://nl.dbpedia.org/resource/Marokko	1	0.9967456786	5335		http://dbpedia.org/resource/Morocco	
bruine meergranenvloerkadetten		0				0					
snackkomkommer		0				0					
zandbodem		0				0					
mosterd-dilledressing		0				0					
gemengde salade		0			http://nl.dbpedia.org/resource/Salade	1	0.9999998785	136		http://dbpedia.org/resource/Salad	
Toscaanse carré		0				0					
rijstwafel	http://nl.dbpedia.org/resource/Rijstwafel	1		http://dbpedia.org/resource/Puffed_rice_cakes		0					
Grana Padano pittig kaasschaafsel		0				0					
sardines		0				0					
Smarties mini		0			http://nl.dbpedia.org/resource/Mini_Cooper	0	0.8696862573	38			
gemalen jonge Goudse kaas		0			http://nl.dbpedia.org/resource/Goudse_kaas	1	0.9999999997	51		http://dbpedia.org/resource/Gouda_cheese	
groene of zwarte olijven zonder pit		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999999954	328	Olea europaea	http://dbpedia.org/resource/Olive	
tonijn in kruidendressing		0			http://nl.dbpedia.org/resource/Tonijn	1	0.9999981925	176		http://dbpedia.org/resource/Thunnus	
tuinkruidenbouillontabletten		0				0					
zeezout grof		0			http://nl.dbpedia.org/resource/Zeezout	1	0.9999986086	119		http://dbpedia.org/resource/Sea_salt	
Parmigiano Reggiano poeder		0			http://nl.dbpedia.org/resource/Poeder	0	0.9999985481	522		http://dbpedia.org/resource/Powder_(substance)	
pastasaus napolitana		0				0					
geraspte extra belegen kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9999958804	1212		http://dbpedia.org/resource/Cheese	
M minis		0				0					
krab		0			http://nl.dbpedia.org/resource/Krabben	1	0.999999014	7527	Brachyura	http://dbpedia.org/resource/Crab	
minipitabroodje		0				0					
gedroogde cranberry?s		0			http://nl.dbpedia.org/resource/Cranberry	1	0.9999999969	187		http://dbpedia.org/resource/Vaccinium_macrocarpon	
grof gemalen zwarte peper		0			http://nl.dbpedia.org/resource/Peper	1	1	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
minicervelaatworstjes naturel		0				0					
tomatenmix		0				0					
pindamix		0				0					
culinaire rosbief		0			http://nl.dbpedia.org/resource/Rosbief	1	0.9999993756	14		http://dbpedia.org/resource/Roast_beef	
Japanse mayonaise		0			http://nl.dbpedia.org/resource/Mayonaise	1	0.9999994046	115		http://dbpedia.org/resource/Mayonnaise	
nasimix		0				0					
AH grote garnalen		0			http://nl.dbpedia.org/resource/Islamitische_kalender	0	0.8104812683	168		http://dbpedia.org/resource/Islamic_calendar	
minigroente van de maand haricots verts		0				0					
ambachtelijke zeezoutchips		0				0					
Brabantse boterhamworst of Woenselse berliner		0			http://nl.dbpedia.org/resource/Boterhamworst	1	0.9999996358	12		http://dbpedia.org/resource/Bologna_sausage	
Blue Stilton		0			http://nl.dbpedia.org/resource/Stilton_(kaas)	1	0.8846623066	34		http://dbpedia.org/resource/Stilton_cheese	
tuinkruidensaus		0				0					
tor­tel­lo­ni con for­mag­gio e no­ci		0				0					
groentemix		0				0					
gesneden uien		0				0					
basilicumolie		0				0					
gekookte bietjes		0				0					
olijfolie knoflook chilipeper		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999999952	218		http://dbpedia.org/resource/Olive_oil	
zalmmoten		0				0					
tafelaardappels		0				0					
besciamellasaus		0				0					
gemengde groenten van het seizoen		0				0					
paprikasalade		0				0					
augurkjes		0				0					
rauwe bieten		0				0					
dragee-eitjes hard		0				0					
Chinese mie		0				0					
lardo Italiaans spek		0			http://nl.dbpedia.org/resource/Italië	0	0.9989766023	42034		http://dbpedia.org/resource/Italy	
pittige cornichon		0				0					
bladselderij		0				0					
Indiase currypasta		0				0					
piment	http://nl.dbpedia.org/resource/Piment	1		http://dbpedia.org/resource/Allspice	http://nl.dbpedia.org/resource/Piment	1	0.9999989435	34		http://dbpedia.org/resource/Allspice	
magere varkenslappen		0				0					
Meer Fruit Minder Suiker Aardbei		0			http://nl.dbpedia.org/resource/Aardbei	1	0.9999999993	239	Fragaria	http://dbpedia.org/resource/Fragaria	
aardappelpuree voor stamppot		0			http://nl.dbpedia.org/resource/Aardappelpuree	1	0.9999999943	39		http://dbpedia.org/resource/Mashed_potato	
tortelloni alla verdure		0				0					
ansjovisboter tube		0				0					
Indiase korma curry saus		0				0					
yoghurtmayonaise		0				0					
tomatensoep	http://nl.dbpedia.org/resource/Tomatensoep	1		http://dbpedia.org/resource/Tomato_soup		0					
fijne soepgroente		0				0					
aardappelblokjes		0				0					
biogarde roer		0				0					
Thüringer bratwurst		0			http://nl.dbpedia.org/resource/Braadworst	1	0.9999998309	15		http://dbpedia.org/resource/Bratwurst	
roomkaas met knoflook		0			http://nl.dbpedia.org/resource/Roomkaas	1	0.9999997418	14		http://dbpedia.org/resource/Cream_cheese	
decoratiestift pure chocola		0				0					
verfijnde ongezouten cashewnoten		0			http://nl.dbpedia.org/resource/Cashewnoot	1	0.9999990934	35			
ambachtelijk stokbrood		0			http://nl.dbpedia.org/resource/Stokbrood	1	0.9999985414	41		http://dbpedia.org/resource/Baguette	
demerarasuiker of rietsuiker		0			http://nl.dbpedia.org/resource/Rietsuiker	1	0.9931413089	103			
meerzadenbrood		0				0					
semi-gedroogde tomaten		0			http://nl.dbpedia.org/resource/Tomaat	1	0.9999986758	452	Solanum lycopersicum	http://dbpedia.org/resource/Tomato	
Kaapse goudbessen		0				0					
gewelde pruimen		0				0					
gezouten pecannoten		0			http://nl.dbpedia.org/resource/Pecannoot	1	0.9999986973	21		http://dbpedia.org/resource/Pecan	
sherry PX		0				0					
gedroogde basilicum		0			http://nl.dbpedia.org/resource/Basilicum_(soort)	1	0.9892858576	92			
kastanjechampignon		0				0					
mini-loempia kip		0			http://nl.dbpedia.org/resource/Kippenvlees	1	0.9913138665	157		http://dbpedia.org/resource/Chicken_as_food	
paprika	http://nl.dbpedia.org/resource/Paprika	1		http://dbpedia.org/resource/Bell_pepper	http://nl.dbpedia.org/resource/Paprika	1	0.9999987719	150		http://dbpedia.org/resource/Bell_pepper	
geraspte Grana Padano		0				0					
geroosterde hazelnoten		0			http://nl.dbpedia.org/resource/Corylus	1	0.9995308096	83		http://dbpedia.org/resource/Hazel	
gegrilde spareribs		0				0					
Warninks Almond dream		0				0					
zachte roomboter		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975874451	412		http://dbpedia.org/resource/Butter	
pinda satésaus		0			http://nl.dbpedia.org/resource/Pinda	1	0.9999987774	366	Arachis hypogaea	http://dbpedia.org/resource/Peanut	
zout en versgemalen zwarte peper		0			http://nl.dbpedia.org/resource/Peper	1	1	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
